AGEP,SCHL,MAR,RELP,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,DEAR,DEYE,DREM,SEX,RAC1P,ESR
69,16,3,0,2,0,1,1,4,1,1,2,2,2,1,1,0
58,18,1,0,2,0,3,1,2,2,1,2,2,2,1,1,1
68,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
41,20,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
40,21,1,1,2,0,1,1,4,2,1,2,2,2,2,1,0
14,11,5,2,2,2,1,1,0,2,1,2,2,2,1,1,0
11,8,5,2,2,2,1,1,0,2,1,2,2,2,2,1,0
5,1,5,2,2,2,1,1,0,2,1,2,2,2,2,1,0
26,13,5,0,2,0,1,1,4,1,1,2,2,2,1,2,0
9,6,5,2,2,6,1,1,0,1,1,2,2,2,2,2,0
48,17,4,0,1,0,1,3,4,4,1,2,2,2,2,2,1
39,23,1,0,2,0,1,1,4,2,1,2,2,2,1,9,1
39,23,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
8,5,5,2,2,1,1,1,0,2,1,2,2,2,2,9,0
5,2,5,2,2,1,1,1,0,2,1,2,2,2,1,9,0
60,21,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
53,19,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
60,16,3,0,1,0,1,1,4,1,1,2,2,1,1,2,0
56,16,3,0,1,0,1,1,4,2,1,2,1,2,2,1,1
26,16,5,2,2,0,1,1,4,2,1,2,2,2,2,1,1
58,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
61,16,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
35,18,5,2,2,0,1,1,4,1,1,2,2,2,1,1,1
83,14,2,0,1,0,1,1,4,4,1,2,2,2,2,1,0
37,16,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
17,13,5,2,2,7,1,1,4,1,1,2,2,2,1,2,0
15,11,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
13,10,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
63,19,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
61,17,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
46,17,3,0,2,0,1,1,4,4,1,2,2,2,2,1,1
28,16,3,2,2,0,1,1,4,4,1,2,2,2,1,1,1
19,16,5,2,2,0,1,1,4,4,1,2,2,2,2,1,0
0,0,5,7,2,8,1,0,0,4,1,2,2,0,1,1,0
33,21,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
33,19,1,1,1,0,1,1,2,2,1,1,2,1,1,1,0
4,2,5,2,2,3,1,1,0,4,1,2,2,0,1,1,0
1,0,5,2,2,3,1,1,0,4,1,2,2,0,1,1,0
75,16,3,0,2,0,1,1,4,1,1,2,2,2,2,1,0
57,13,1,0,1,0,1,1,4,1,1,2,2,1,1,2,0
52,14,1,1,2,0,1,1,4,1,1,2,2,2,2,2,0
12,8,5,7,2,0,1,1,0,1,1,2,2,2,1,2,0
32,17,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
36,16,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
14,10,5,2,2,2,1,1,0,1,1,2,2,2,1,1,0
14,11,5,2,2,2,1,1,0,1,1,2,2,2,1,1,0
49,21,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
49,21,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
87,16,3,0,2,0,1,1,4,4,1,2,2,2,2,2,0
86,11,2,5,1,0,1,1,4,4,1,2,2,2,2,2,0
34,21,3,0,2,0,1,1,4,4,1,2,2,2,1,1,1
11,8,5,2,2,5,1,1,0,4,1,2,2,2,1,1,0
9,6,5,2,2,5,1,1,0,4,1,2,2,2,2,1,0
6,3,5,2,2,5,1,1,0,4,1,2,2,2,2,1,0
30,22,3,13,2,0,1,1,4,4,1,2,2,2,2,1,0
2,0,5,15,2,0,1,1,0,4,1,2,2,0,1,1,0
71,24,1,0,2,0,1,1,4,4,1,2,2,2,1,1,0
71,22,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
64,17,1,0,2,0,1,1,2,1,1,2,2,2,2,1,0
63,13,1,1,2,0,1,1,4,2,1,2,2,2,1,1,0
37,19,5,2,2,0,1,1,4,2,1,2,2,2,1,1,0
23,18,5,0,2,0,1,3,4,1,1,2,2,2,1,1,1
58,16,1,0,2,0,1,1,4,2,1,2,2,2,1,1,0
51,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
29,23,5,0,2,0,1,1,4,2,1,2,2,2,2,1,1
69,23,1,0,2,0,1,1,3,1,1,2,2,2,1,1,1
64,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
15,12,5,3,2,2,1,1,0,1,1,2,2,2,2,1,0
32,16,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
57,16,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
57,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
62,11,3,0,1,0,1,1,4,1,1,2,1,2,1,2,0
93,23,2,0,1,0,1,1,2,4,1,2,2,2,1,2,0
76,19,2,2,1,0,1,1,4,4,1,2,2,2,2,2,0
63,16,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
61,16,1,1,1,0,1,1,4,1,1,2,1,2,2,1,0
76,19,2,0,1,0,1,1,4,1,1,1,1,1,2,1,0
65,19,5,0,2,0,1,1,4,1,1,2,2,2,2,2,0
66,18,1,0,1,0,1,1,2,1,1,2,2,2,1,1,0
56,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
66,13,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
65,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
38,21,5,0,2,0,1,3,4,2,1,2,2,2,2,1,0
44,21,1,0,2,0,1,1,4,1,1,2,2,2,2,2,0
62,21,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
66,17,1,1,2,0,1,1,2,4,1,2,2,2,1,1,1
29,23,5,0,2,0,4,3,4,1,2,2,2,2,1,6,1
53,20,3,0,2,0,1,1,4,1,1,2,2,2,2,2,0
24,16,5,2,2,0,1,1,4,1,1,2,2,2,1,2,1
32,21,5,0,1,0,1,3,4,2,1,2,2,1,1,9,1
28,21,5,13,2,0,1,3,4,2,1,2,2,2,2,1,1
44,20,1,0,2,0,1,1,2,1,1,2,2,2,1,1,1
44,21,1,1,2,0,2,1,2,1,1,2,2,2,2,8,1
17,14,5,2,2,1,5,1,4,1,2,2,2,2,1,1,0
13,11,5,2,2,1,3,1,0,1,1,2,2,2,1,1,0
44,19,3,0,2,0,1,1,1,1,1,2,2,2,1,1,0
15,11,5,2,2,5,1,1,0,1,1,2,2,2,2,1,0
11,8,5,2,2,5,1,1,0,1,1,2,2,2,1,1,0
69,16,1,0,1,0,1,1,2,1,1,1,2,2,1,1,0
65,16,1,1,1,0,1,1,4,1,1,2,2,2,2,1,0
24,21,5,0,2,0,1,1,4,1,1,2,2,2,2,1,1
25,21,5,12,2,0,1,1,4,4,1,2,2,2,2,1,0
23,21,5,0,2,0,1,1,4,1,1,2,2,2,1,2,0
24,21,5,12,2,0,1,1,4,1,1,2,2,2,1,2,0
48,21,5,0,1,0,1,1,4,2,1,1,2,1,1,1,1
6,3,5,2,2,5,1,1,0,2,1,2,2,2,1,1,0
45,19,3,13,2,0,1,1,4,1,1,2,2,2,2,1,1
66,22,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
68,21,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
48,22,1,0,2,0,5,1,2,1,2,2,2,2,1,1,1
45,16,1,1,2,0,5,1,4,1,2,2,2,2,2,1,1
22,16,5,2,2,0,5,1,4,1,2,2,2,2,1,1,1
19,16,5,2,2,0,1,1,4,1,1,2,2,2,2,1,1
83,18,5,0,2,0,1,1,3,1,1,2,2,2,1,1,0
48,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
53,21,3,0,2,0,1,1,4,1,1,2,2,2,2,1,1
21,19,5,2,2,0,1,1,4,1,1,2,2,2,1,1,1
66,16,1,0,1,0,4,1,4,1,2,2,2,2,2,1,0
70,12,1,1,1,0,4,1,4,1,2,2,2,2,1,1,0
39,20,3,2,2,0,1,1,4,1,1,2,2,2,2,1,1
33,19,5,2,2,0,1,1,4,1,1,2,2,2,1,1,1
13,10,5,7,2,7,1,1,0,1,1,2,2,2,1,1,0
3,1,5,7,2,7,1,1,0,1,1,2,2,0,2,1,0
59,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
66,17,1,1,2,0,1,1,4,2,1,2,2,2,1,1,1
63,16,1,0,2,0,1,1,2,3,1,2,2,2,1,1,1
58,19,1,1,2,0,1,1,4,3,1,2,2,2,2,1,1
93,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
93,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
49,19,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
39,21,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
35,16,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
13,9,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
4,1,5,2,2,1,1,1,0,4,1,2,2,0,1,1,0
67,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,0
71,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
33,16,5,0,2,0,1,1,4,1,1,2,2,2,1,2,0
60,16,1,0,2,0,1,1,2,1,1,2,2,2,1,2,1
53,16,1,1,2,0,1,1,4,1,1,2,2,2,2,2,1
44,20,1,0,1,0,1,1,4,1,1,2,2,2,1,2,0
42,18,1,1,2,0,1,1,4,1,1,2,2,2,2,2,1
17,14,5,2,2,1,1,1,4,2,1,2,2,2,2,2,0
14,11,5,2,2,1,1,1,0,1,1,2,2,2,1,2,0
4,1,5,2,2,1,1,1,0,2,1,2,2,0,1,2,0
0,0,5,2,2,1,1,0,0,1,1,2,2,0,2,2,0
22,21,5,0,2,0,1,3,4,3,1,2,2,2,2,1,1
26,21,5,13,2,0,1,3,4,3,1,2,2,2,1,1,1
24,19,1,0,1,0,1,3,2,2,1,2,2,1,2,1,1
25,17,1,1,2,0,1,3,4,4,1,2,2,2,1,1,1
28,17,1,0,2,0,1,1,4,1,1,2,2,2,1,2,1
28,17,1,1,2,0,1,1,4,1,1,2,2,2,2,2,1
9,6,5,2,2,1,1,1,0,1,1,2,2,2,2,2,0
8,5,5,2,2,1,1,1,0,1,1,2,2,2,2,2,0
7,5,5,2,2,1,1,1,0,1,1,2,2,2,2,2,0
6,3,5,2,2,1,1,1,0,1,1,2,2,2,2,2,0
1,0,5,2,2,1,1,1,0,1,1,2,2,0,1,2,0
9,6,5,4,2,1,1,1,0,1,1,2,2,2,2,2,0
63,19,5,10,1,0,1,1,4,1,1,2,1,2,1,2,0
38,16,5,0,1,0,1,1,4,1,1,1,2,1,1,2,0
9,5,5,2,2,6,1,1,0,1,1,2,2,2,2,2,0
6,2,5,2,2,6,1,1,0,1,1,2,2,2,2,2,0
36,19,5,13,2,0,1,3,2,4,1,2,2,2,2,1,1
29,22,5,0,2,0,5,3,4,1,2,2,2,2,1,6,1
29,21,5,12,2,0,5,3,4,1,2,2,2,2,1,6,0
22,16,5,0,2,0,1,3,4,1,1,2,2,2,2,2,0
25,14,5,13,2,0,1,3,4,1,1,2,2,2,1,2,1
64,16,2,0,1,0,1,1,4,1,1,1,1,1,2,2,0
28,19,5,2,1,0,1,1,4,1,1,2,2,2,2,2,0
23,16,5,2,2,0,1,1,4,1,1,2,2,2,1,2,1
36,16,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
76,13,1,0,2,0,1,1,3,2,1,2,2,2,1,1,0
56,16,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
73,16,2,0,2,0,1,1,4,4,1,2,2,2,1,1,0
35,16,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
17,13,5,2,2,7,1,1,4,1,1,2,2,2,2,2,0
12,9,5,2,2,7,1,1,0,1,1,2,2,2,2,2,0
10,7,5,2,2,7,1,1,0,1,1,2,2,2,2,2,0
50,21,5,0,2,0,1,1,4,1,1,2,2,2,2,2,0
58,18,1,5,1,0,1,1,4,1,1,2,2,1,2,2,1
45,1,1,5,1,0,1,1,4,1,1,2,2,1,2,2,0
87,16,2,0,1,0,1,1,4,1,1,2,1,2,1,1,0
48,19,1,0,2,0,1,1,4,3,1,2,2,2,2,1,0
47,16,1,1,2,0,1,1,4,2,1,2,2,2,1,1,1
17,16,5,2,2,2,1,1,4,2,1,2,2,2,2,1,0
14,9,5,2,2,2,1,1,0,2,1,2,2,2,2,1,0
11,7,5,2,2,2,1,1,0,2,1,2,2,2,1,1,0
72,19,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
72,19,1,1,2,0,1,1,3,1,1,2,2,2,1,1,0
36,21,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
35,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
9,6,5,2,2,2,1,1,0,2,1,2,2,2,2,1,0
7,4,5,2,2,2,1,1,0,2,1,2,2,2,2,1,0
64,16,2,0,2,0,1,1,4,4,1,2,2,2,2,1,0
20,13,5,3,2,0,1,1,4,4,1,2,2,2,2,1,0
71,21,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
66,18,1,1,2,0,1,1,2,1,1,2,2,2,1,2,0
63,1,3,0,1,0,5,1,4,1,2,2,1,2,1,2,1
54,21,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
54,19,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
27,16,3,2,2,0,1,1,2,1,1,2,2,2,1,1,1
5,2,5,7,2,5,1,1,0,1,1,2,2,2,1,1,0
26,16,5,0,2,0,1,1,4,1,1,2,2,2,1,1,1
6,1,5,2,2,5,1,1,0,1,1,2,2,2,1,1,0
38,18,1,5,2,0,1,1,4,1,1,2,2,2,1,1,1
70,21,5,0,2,0,1,1,4,2,1,2,2,2,2,1,0
70,16,5,15,2,0,1,1,4,2,1,2,2,2,2,1,0
28,21,3,0,2,0,1,3,2,2,1,2,2,2,1,1,1
85,16,2,0,2,0,1,1,4,1,1,2,2,2,2,1,0
87,19,2,0,1,0,1,1,4,2,1,2,2,2,2,1,0
31,21,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
30,21,1,1,2,0,1,1,4,3,1,2,2,2,1,1,1
58,22,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
55,21,1,1,2,0,1,1,4,3,1,2,2,2,2,1,0
65,17,1,0,2,0,1,1,4,2,1,2,2,2,1,1,0
63,20,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
30,22,5,2,2,0,1,1,4,2,1,2,2,2,2,1,1
64,16,1,0,2,0,1,1,4,4,1,2,2,2,2,1,0
69,19,1,1,2,0,1,1,2,4,1,2,2,2,1,1,0
55,16,1,0,1,0,1,1,4,1,1,1,2,2,2,1,0
58,16,1,1,2,0,1,1,4,1,1,2,2,2,1,1,0
62,20,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
88,16,2,0,1,0,1,1,4,1,1,1,2,2,2,1,0
58,23,2,0,1,0,1,3,4,2,1,2,2,1,1,1,0
54,17,4,13,1,0,1,3,4,2,1,2,2,1,2,1,0
79,20,2,0,1,0,1,1,4,1,1,2,2,2,1,1,0
50,19,3,2,2,0,1,1,4,1,1,2,2,2,2,1,0
68,17,3,0,1,0,1,1,4,1,1,2,1,1,1,2,1
53,18,2,0,2,0,1,1,4,4,1,2,2,2,2,1,0
23,20,5,2,2,0,1,1,4,4,1,2,2,2,2,1,1
57,19,3,0,2,0,1,1,4,4,1,2,2,2,1,1,0
87,13,2,0,2,0,1,1,4,2,1,2,2,2,2,1,0
34,16,1,0,2,0,1,1,4,2,1,2,2,2,2,1,0
43,19,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
3,1,5,2,2,2,1,1,0,2,1,2,2,0,2,1,0
65,19,3,0,2,0,1,1,4,2,1,2,2,2,2,1,0
29,16,1,0,2,0,1,1,4,1,1,2,2,2,2,2,0
32,16,1,1,2,0,1,1,4,1,1,2,2,2,1,2,1
11,8,5,2,2,2,1,1,0,1,1,2,2,2,2,2,0
8,6,5,2,2,2,1,1,0,1,1,2,2,2,2,2,0
7,4,5,2,2,2,1,1,0,1,1,2,2,2,1,2,0
3,2,5,2,2,2,1,1,0,1,1,2,2,0,2,2,0
43,19,5,0,2,0,1,1,4,1,1,2,2,2,2,1,1
63,19,2,0,2,0,1,1,4,1,1,2,2,2,2,2,0
35,21,5,2,2,0,1,1,4,1,1,2,2,2,1,2,1
29,21,5,10,1,0,1,1,4,1,1,2,1,2,1,2,1
32,21,5,0,2,0,1,1,4,4,1,2,2,2,2,2,1
40,22,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
56,17,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
15,12,5,2,2,1,1,1,0,1,1,2,2,2,2,1,0
12,9,5,2,2,1,1,1,0,1,1,2,2,2,1,1,0
50,17,3,0,2,0,1,1,4,2,1,2,2,2,1,1,1
40,21,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
35,21,1,1,2,0,5,1,4,2,2,2,2,2,2,1,1
55,18,1,0,2,0,1,1,4,1,1,2,2,2,2,2,1
58,19,1,1,2,0,1,1,2,4,1,2,2,2,1,2,1
54,21,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
48,21,1,1,2,0,1,1,4,2,1,2,2,2,2,1,0
12,9,5,2,2,2,1,1,0,2,1,2,2,2,2,1,0
11,8,5,2,2,2,1,1,0,2,1,2,2,2,1,1,0
9,6,5,2,2,2,1,1,0,2,1,2,2,2,2,1,0
7,4,5,2,2,2,1,1,0,2,1,2,2,2,1,1,0
71,21,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
65,19,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
93,16,2,8,1,0,1,1,4,1,1,2,2,1,2,1,0
61,16,1,0,1,0,1,1,4,1,1,2,2,2,2,8,0
63,14,1,1,2,0,1,1,4,1,1,2,2,2,1,1,0
60,21,4,0,2,0,1,1,4,2,1,2,2,2,1,1,1
18,14,5,2,2,0,1,1,4,2,1,2,2,2,1,1,0
81,16,3,0,2,0,1,1,4,4,1,2,2,2,2,1,0
66,18,5,0,1,0,1,1,4,1,1,2,2,1,1,1,0
59,21,2,0,2,0,1,1,4,1,1,2,2,2,2,1,1
59,16,3,0,2,0,1,1,4,2,1,2,2,2,2,1,1
9,5,5,7,2,0,1,1,0,3,1,2,2,2,2,1,0
8,4,5,7,2,0,1,1,0,3,1,2,2,2,1,1,0
69,16,5,0,1,0,1,1,4,1,1,1,1,2,2,2,0
48,19,5,0,1,0,1,1,4,1,1,2,1,2,1,2,1
86,16,1,0,1,0,1,1,2,4,1,1,2,2,1,1,0
85,16,1,1,2,0,1,1,4,4,1,2,2,2,2,1,0
84,19,2,0,2,0,1,1,4,4,1,2,2,2,2,1,0
32,19,1,0,2,0,1,1,4,1,1,2,2,2,2,2,0
32,19,1,1,1,0,1,1,4,4,1,2,2,1,1,2,0
6,3,5,2,2,4,1,1,0,4,1,2,2,2,1,2,0
4,2,5,2,2,4,1,1,0,4,1,2,2,0,2,2,0
0,0,5,2,2,4,1,0,0,4,1,2,2,0,2,2,0
48,22,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
50,21,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
17,14,5,2,2,2,1,1,4,4,1,2,2,2,2,1,1
63,1,5,0,1,0,1,3,4,4,1,2,1,1,2,2,0
87,19,2,0,2,0,1,1,4,2,1,2,2,2,1,1,0
61,19,3,0,1,0,1,1,4,4,1,2,2,2,1,1,0
41,12,1,0,2,0,1,1,4,1,1,2,2,2,1,2,1
45,18,1,1,2,0,1,1,4,1,1,2,2,2,2,2,1
0,0,5,2,2,1,1,0,0,1,1,2,2,0,2,2,0
54,16,1,0,2,0,1,1,4,1,1,2,2,2,1,2,0
56,16,1,1,2,0,1,1,4,1,1,2,2,2,2,2,0
41,21,4,0,2,0,1,1,4,1,1,2,2,2,2,1,1
17,13,5,2,2,7,1,1,4,1,1,2,2,2,1,1,0
12,8,5,2,2,7,1,1,0,1,1,2,2,2,1,1,0
35,18,1,0,1,0,1,1,1,4,1,2,1,2,1,1,0
35,18,1,1,2,0,1,1,4,4,1,2,2,2,2,1,0
6,3,5,2,2,2,1,1,0,4,1,2,2,2,1,1,0
5,3,5,2,2,2,1,1,0,4,1,2,2,2,1,1,0
46,16,1,0,2,0,1,1,4,1,1,2,2,2,1,2,1
47,21,1,1,2,0,1,1,4,1,1,2,2,2,2,2,1
49,20,1,0,2,0,1,1,2,2,1,2,2,2,1,1,1
49,22,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
24,18,5,2,2,0,1,1,4,2,1,2,2,2,1,1,1
85,16,2,0,2,0,1,1,4,1,1,2,2,2,2,1,0
81,16,1,0,1,0,1,1,2,1,1,1,1,2,1,1,1
65,14,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
46,17,5,2,1,0,1,1,4,2,1,2,2,1,1,1,1
61,16,3,0,2,0,1,1,4,2,1,2,2,2,2,9,0
70,20,4,0,1,0,1,1,4,1,1,2,2,2,1,2,0
60,16,1,0,2,0,1,1,4,1,1,2,2,2,2,1,1
61,16,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
37,20,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
41,14,1,1,2,0,1,1,4,4,1,2,2,2,1,1,1
14,11,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
12,9,5,2,2,1,1,1,0,4,1,2,2,2,1,1,0
47,20,1,0,2,0,1,1,4,2,1,2,2,2,1,1,1
42,20,1,1,2,0,1,1,4,2,1,2,2,2,2,1,1
4,2,5,2,2,1,1,1,0,2,1,2,2,0,2,1,0
49,16,3,0,2,0,1,3,4,2,1,2,2,2,2,2,1
17,14,5,2,1,7,1,3,4,2,1,2,1,2,2,2,0
13,10,5,2,2,7,1,3,0,2,1,2,2,2,2,2,0
68,16,3,0,2,0,1,1,2,1,1,2,2,2,1,1,0
61,11,3,13,2,0,1,1,4,1,1,2,2,2,2,1,0
60,18,1,0,2,0,1,1,4,4,1,2,2,2,1,1,1
63,18,1,1,2,0,1,1,4,4,1,2,2,2,2,1,1
15,12,5,7,2,0,1,1,0,4,1,2,2,2,2,1,0
82,22,1,0,2,0,1,1,2,1,1,2,2,2,1,1,0
80,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
25,17,5,0,2,0,1,1,4,4,1,2,2,2,1,1,1
22,20,5,13,2,0,1,1,4,2,1,2,2,2,2,1,1
50,17,5,0,2,0,1,1,4,1,1,2,2,2,2,2,0
48,16,5,5,2,0,1,1,4,1,1,2,2,2,2,2,1
39,23,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
38,22,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
7,5,5,2,2,2,1,1,0,2,1,2,2,2,2,1,0
4,2,5,2,2,2,1,1,0,2,1,2,2,0,1,1,0
50,20,1,0,2,0,1,1,4,2,1,2,2,2,2,1,1
52,16,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
78,16,2,0,2,0,1,1,4,1,1,2,2,2,2,2,0
45,21,1,0,2,0,1,1,4,4,1,2,2,2,2,1,1
46,16,1,1,2,0,1,1,2,4,1,2,2,2,1,1,1
14,11,5,2,2,1,1,1,0,4,1,2,2,2,1,1,0
12,9,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
11,7,5,2,2,1,1,1,0,4,1,2,2,2,2,1,0
79,16,1,0,1,0,1,1,2,4,1,2,2,2,1,1,0
68,16,1,1,2,0,1,1,2,4,1,2,2,2,2,1,0
51,16,1,0,2,0,1,1,4,1,1,2,2,2,1,2,1
52,16,1,1,2,0,1,1,4,1,1,2,2,2,2,2,1
20,19,5,2,2,0,1,1,4,1,1,2,2,2,1,2,0
41,23,5,0,2,0,1,1,4,2,1,2,2,2,1,1,1
35,22,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
15,12,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
13,10,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
8,5,5,2,2,7,1,1,0,1,1,2,2,2,1,2,0
60,18,3,0,2,0,1,1,2,1,1,2,2,2,2,1,1
43,21,1,0,2,0,1,1,2,1,1,2,2,2,1,1,0
40,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,1
14,10,5,2,2,3,1,1,0,1,1,2,2,2,2,1,0
2,0,5,2,2,3,1,1,0,1,1,2,2,0,1,1,0
26,20,5,0,2,0,1,1,4,1,1,2,2,2,2,2,1
5,2,5,2,2,7,1,1,0,1,1,2,2,2,2,2,0
41,21,5,13,2,0,1,1,4,1,1,2,2,2,1,2,1
93,11,1,0,1,0,1,1,4,4,1,1,2,2,1,2,0
81,16,1,1,2,0,1,1,4,4,1,2,2,2,2,2,0
61,16,5,10,2,0,1,1,4,4,1,2,2,2,1,2,1
83,15,3,0,2,0,1,3,4,4,1,2,2,2,2,2,0
65,21,3,0,2,0,1,1,4,1,1,2,2,2,2,2,1
69,23,3,0,1,0,1,1,2,1,1,2,2,2,1,1,0
67,17,2,0,1,0,1,1,4,2,1,1,2,2,2,1,0
67,16,3,10,2,0,1,1,4,2,1,2,2,2,2,1,0
45,21,5,0,2,0,1,3,4,2,1,2,2,2,2,2,1
64,16,2,0,1,0,1,1,4,2,1,2,2,1,2,1,0
62,14,2,0,1,0,1,1,2,1,1,2,2,2,2,2,0
38,13,5,0,2,0,1,1,4,1,1,2,2,2,2,1,1
16,11,5,2,2,7,1,1,0,1,1,2,2,2,1,1,0
13,9,5,2,2,7,1,1,0,1,1,2,2,2,1,1,0
56,19,5,0,2,0,1,1,4,1,1,2,2,2,1,2,1
71,20,1,0,2,0,1,3,4,1,1,2,2,2,2,1,0
76,16,1,1,1,0,1,3,2,1,1,1,2,2,2,1,0
43,14,1,0,2,0,1,1,4,2,1,2,2,2,2,2,1
45,15,1,1,2,0,1,1,4,2,1,2,2,2,1,2,0
17,16,5,2,2,3,1,1,4,2,1,2,2,2,1,2,0
68,16,5,8,1,0,1,1,4,2,1,1,1,1,2,2,0
39,22,5,0,2,0,1,1,4,2,1,2,2,2,1,9,1
31,16,5,12,2,0,5,1,4,2,2,2,2,2,1,9,1
55,16,5,0,2,0,1,1,4,2,1,2,2,2,2,2,1
55,19,1,0,2,0,1,1,4,1,1,2,2,2,2,1,0
60,16,1,1,2,0,1,1,4,1,1,2,2,2,1,1,1
57,13,3,0,2,0,1,1,4,4,1,2,2,2,1,2,0
63,11,3,13,2,0,1,1,4,4,1,2,2,2,2,2,1
27,21,1,0,2,0,1,3,4,3,1,2,2,2,2,1,1
30,20,1,1,2,0,1,3,3,2,1,2,2,2,1,1,1
3,1,5,2,2,1,1,3,0,3,1,2,2,0,1,1,0
72,22,3,0,2,0,1,1,4,1,1,2,2,2,2,1,0
39,17,3,0,1,0,1,1,4,4,1,2,2,1,1,1,0
15,12,5,2,2,6,1,1,0,4,1,2,2,2,2,1,0
13,9,5,2,2,6,1,1,0,4,1,2,2,2,2,1,0
68,16,2,0,1,0,1,1,4,1,1,2,2,2,2,2,1
42,22,1,0,2,0,1,1,4,1,1,2,2,2,1,1,1
42,21,1,1,2,0,1,1,4,1,1,2,2,2,2,1,0
14,11,5,2,2,2,1,1,0,1,1,2,2,2,1,1,0
12,9,5,2,2,2,1,1,0,1,1,2,2,2,1,1,0
10,7,5,2,2,2,1,1,0,1,1,2,2,2,1,1,0
4,2,5,2,2,2,1,1,0,4,1,2,2,0,2,1,0
60,20,1,0,1,0,1,1,2,2,1,2,2,1,1,1,0
