age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
27,admin.,single,high.school,no,no,no,cellular,may,wed,167,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,admin.,single,high.school,no,no,no,telephone,may,wed,444,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,single,university.degree,no,no,no,cellular,may,wed,132,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
28,technician,married,professional.course,no,yes,no,cellular,may,wed,10,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30,technician,single,unknown,no,yes,yes,cellular,may,wed,324,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
22,student,single,high.school,no,yes,no,cellular,may,wed,315,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,110,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
26,services,single,high.school,no,yes,no,telephone,may,wed,421,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,174,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,257,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,296,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,single,university.degree,no,yes,no,cellular,may,wed,9,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,admin.,married,high.school,no,yes,no,cellular,may,wed,476,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
28,technician,single,professional.course,no,yes,no,telephone,may,wed,185,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
28,technician,single,professional.course,no,yes,no,cellular,may,wed,244,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,single,university.degree,no,yes,no,cellular,may,wed,152,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
28,blue-collar,married,professional.course,unknown,yes,no,cellular,may,wed,573,7,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
30,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,99,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,admin.,single,basic.9y,no,yes,no,cellular,may,wed,117,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
32,services,single,high.school,no,yes,no,cellular,may,wed,53,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,technician,single,professional.course,no,yes,no,cellular,may,wed,201,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,married,university.degree,no,no,no,cellular,may,wed,155,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,services,married,basic.9y,no,yes,no,cellular,may,wed,53,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,services,single,high.school,no,unknown,unknown,cellular,may,wed,363,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
31,admin.,married,high.school,no,yes,no,cellular,may,wed,14,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
23,admin.,single,high.school,no,yes,no,cellular,may,wed,108,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,459,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
24,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,200,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,services,married,high.school,no,no,yes,cellular,may,wed,747,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
31,services,single,high.school,no,yes,no,cellular,may,wed,66,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
30,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,14,6,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,married,high.school,no,no,no,cellular,may,wed,316,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,services,single,high.school,no,yes,no,cellular,may,wed,152,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
28,admin.,married,high.school,no,yes,yes,cellular,may,wed,165,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1101,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
28,admin.,married,high.school,no,yes,no,cellular,may,wed,201,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,single,high.school,no,yes,yes,cellular,may,wed,146,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,admin.,married,high.school,no,yes,yes,cellular,may,wed,77,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,single,high.school,no,no,no,cellular,may,wed,157,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,single,university.degree,no,yes,yes,cellular,may,wed,96,6,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
28,technician,single,professional.course,no,yes,yes,telephone,may,wed,43,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,68,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,blue-collar,single,unknown,no,yes,no,telephone,may,wed,125,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
32,blue-collar,single,basic.9y,no,yes,yes,cellular,may,wed,179,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,427,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
22,admin.,single,high.school,no,yes,no,cellular,may,wed,197,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,single,basic.4y,no,yes,yes,cellular,may,wed,409,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
24,student,single,high.school,unknown,yes,no,cellular,may,wed,290,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
24,student,single,university.degree,no,yes,no,cellular,may,wed,79,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,admin.,single,high.school,no,no,no,cellular,may,wed,299,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,54,1,6,1,success,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,married,high.school,no,no,no,cellular,may,wed,54,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,single,high.school,no,yes,no,cellular,may,wed,135,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,single,high.school,no,yes,no,cellular,may,wed,162,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,single,high.school,no,no,no,cellular,may,wed,341,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,366,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
33,technician,single,university.degree,no,no,yes,cellular,may,wed,118,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,management,married,basic.9y,no,yes,yes,cellular,may,wed,168,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
28,unemployed,married,university.degree,no,no,no,cellular,may,wed,176,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,single,basic.6y,unknown,no,no,cellular,may,wed,35,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,technician,married,university.degree,no,yes,no,cellular,may,wed,641,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,single,basic.6y,unknown,no,no,cellular,may,wed,163,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,divorced,basic.4y,no,no,no,cellular,may,wed,86,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,technician,single,high.school,no,no,no,cellular,may,wed,68,4,12,1,success,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,134,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1966,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,blue-collar,married,university.degree,no,no,yes,cellular,may,wed,131,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,married,university.degree,no,yes,yes,cellular,may,wed,44,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
32,technician,single,high.school,no,yes,no,cellular,may,wed,240,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
26,admin.,single,high.school,no,yes,no,cellular,may,wed,38,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
23,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,52,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
23,services,married,high.school,no,yes,no,cellular,may,wed,77,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
24,blue-collar,divorced,basic.9y,no,no,no,cellular,may,wed,417,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,blue-collar,divorced,high.school,no,no,no,cellular,may,wed,156,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
31,admin.,single,university.degree,no,yes,no,cellular,may,wed,44,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30,admin.,married,high.school,no,no,no,cellular,may,wed,166,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
31,blue-collar,divorced,high.school,no,yes,no,cellular,may,wed,829,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
33,admin.,single,university.degree,no,yes,no,cellular,may,wed,484,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
28,blue-collar,single,university.degree,unknown,no,no,cellular,may,wed,169,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
24,admin.,single,high.school,no,yes,no,cellular,may,wed,437,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,blue-collar,single,basic.9y,no,no,yes,cellular,may,wed,37,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,single,high.school,no,no,no,cellular,may,wed,230,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,blue-collar,single,high.school,no,no,yes,cellular,may,wed,358,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
31,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,96,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30,student,single,university.degree,unknown,yes,yes,cellular,may,wed,122,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,single,university.degree,no,no,no,cellular,may,wed,151,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,wed,119,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,management,married,university.degree,no,yes,yes,cellular,may,wed,74,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,services,single,basic.6y,no,yes,yes,cellular,may,wed,252,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,services,single,high.school,no,no,no,cellular,may,wed,248,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,married,high.school,no,yes,yes,cellular,may,wed,85,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
30,technician,married,basic.9y,no,no,no,cellular,may,wed,226,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,98,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,single,university.degree,no,yes,no,cellular,may,wed,358,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,divorced,university.degree,no,yes,no,cellular,may,wed,275,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,396,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
31,admin.,married,university.degree,no,yes,no,cellular,may,wed,954,2,10,1,success,-1.8,92.893,-46.2,1.281,5099.1,yes
32,services,single,high.school,no,no,no,cellular,may,wed,402,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
31,services,single,high.school,no,no,no,cellular,may,wed,1298,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
27,technician,single,professional.course,no,yes,yes,cellular,may,wed,94,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
26,blue-collar,single,professional.course,no,yes,no,cellular,may,wed,197,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,technician,married,high.school,no,no,no,cellular,may,wed,195,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
27,technician,single,professional.course,no,yes,no,cellular,may,wed,38,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,wed,168,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
24,housemaid,married,basic.9y,no,no,no,cellular,may,wed,45,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,wed,107,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,entrepreneur,single,university.degree,no,yes,no,cellular,may,wed,318,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
31,blue-collar,single,basic.9y,no,no,yes,telephone,may,wed,53,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,admin.,single,university.degree,no,no,no,cellular,may,wed,196,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,173,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,136,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,divorced,basic.9y,no,yes,yes,cellular,may,wed,444,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
27,admin.,married,high.school,no,yes,no,cellular,may,wed,308,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30,admin.,single,high.school,no,no,no,cellular,may,wed,698,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
31,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,wed,228,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
28,technician,single,professional.course,no,yes,no,cellular,may,wed,562,2,6,1,success,-1.8,92.893,-46.2,1.281,5099.1,no
32,management,married,university.degree,no,yes,no,cellular,may,wed,129,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,technician,married,professional.course,no,no,no,cellular,may,wed,65,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,blue-collar,married,high.school,no,unknown,unknown,cellular,may,wed,805,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,97,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30,technician,single,high.school,no,yes,no,cellular,may,wed,202,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,blue-collar,single,basic.4y,no,yes,yes,cellular,may,wed,1805,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,married,university.degree,no,no,no,cellular,may,wed,12,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,married,basic.6y,unknown,no,no,cellular,may,wed,139,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
28,services,single,high.school,no,no,no,cellular,may,wed,649,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
30,services,married,high.school,no,yes,no,cellular,may,wed,237,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,technician,single,professional.course,no,yes,no,cellular,may,wed,102,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
24,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,221,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,married,high.school,no,yes,no,cellular,may,wed,177,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,admin.,single,university.degree,no,yes,yes,cellular,may,wed,84,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,wed,190,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,53,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,technician,single,professional.course,no,no,no,telephone,may,wed,99,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,single,basic.9y,no,yes,no,cellular,may,wed,256,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,253,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
26,student,single,high.school,no,yes,no,cellular,may,wed,277,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
32,services,single,high.school,no,no,no,cellular,may,wed,151,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,self-employed,single,university.degree,no,no,no,cellular,may,wed,134,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,self-employed,married,basic.9y,no,yes,no,cellular,may,wed,285,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,blue-collar,single,basic.4y,no,yes,no,telephone,may,wed,179,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,single,university.degree,no,yes,no,telephone,may,wed,51,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,technician,single,high.school,no,yes,no,cellular,may,wed,446,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,blue-collar,single,high.school,unknown,yes,no,cellular,may,wed,420,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
21,student,single,high.school,no,no,no,cellular,may,wed,513,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
32,blue-collar,single,high.school,no,no,yes,cellular,may,wed,204,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,services,single,high.school,no,yes,no,cellular,may,wed,240,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
28,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,135,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
33,admin.,single,basic.9y,no,no,no,cellular,may,wed,245,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,admin.,married,high.school,no,yes,no,cellular,may,wed,119,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
31,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,1279,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
33,blue-collar,single,basic.9y,no,no,yes,cellular,may,wed,331,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,single,high.school,no,yes,no,cellular,may,wed,443,7,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
32,technician,single,university.degree,no,yes,no,cellular,may,wed,75,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,single,basic.9y,no,no,yes,telephone,may,wed,418,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,admin.,divorced,high.school,no,no,no,cellular,may,wed,69,11,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
28,student,single,high.school,no,no,no,cellular,may,wed,182,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
33,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,1309,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,364,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
32,management,married,university.degree,no,yes,yes,cellular,may,wed,36,9,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,337,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,admin.,single,high.school,no,yes,yes,cellular,may,wed,196,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,admin.,married,university.degree,no,yes,no,cellular,may,wed,126,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
25,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,201,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,630,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
31,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,48,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
29,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,189,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30,blue-collar,single,basic.9y,no,no,no,cellular,may,wed,305,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
27,admin.,married,professional.course,no,no,no,cellular,may,thu,68,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,65,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
26,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,thu,115,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
32,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,247,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
29,services,single,high.school,no,yes,no,cellular,may,thu,164,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
28,technician,single,university.degree,no,yes,yes,cellular,may,thu,178,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
23,housemaid,single,basic.4y,no,no,yes,cellular,may,thu,9,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
31,management,single,university.degree,no,yes,no,cellular,may,thu,165,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
29,admin.,single,high.school,no,no,no,cellular,may,thu,14,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
29,admin.,single,high.school,no,yes,no,telephone,may,thu,36,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
24,management,married,university.degree,no,yes,no,telephone,may,thu,921,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
33,blue-collar,married,professional.course,no,no,no,cellular,may,thu,119,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
31,technician,single,basic.9y,no,yes,no,telephone,may,thu,13,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
26,self-employed,married,high.school,no,yes,yes,cellular,may,thu,181,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
30,technician,married,basic.9y,no,yes,no,telephone,may,thu,7,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
29,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,16,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
31,technician,single,university.degree,no,yes,no,cellular,may,thu,259,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
28,student,single,high.school,no,yes,no,cellular,may,thu,21,8,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
33,admin.,single,university.degree,no,no,no,cellular,may,thu,17,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
33,blue-collar,divorced,basic.9y,no,no,yes,telephone,may,thu,18,6,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
24,blue-collar,single,basic.9y,unknown,yes,yes,cellular,may,thu,17,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
24,technician,married,professional.course,no,yes,no,cellular,may,thu,99,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
30,services,single,high.school,no,unknown,unknown,cellular,may,thu,11,15,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
26,admin.,single,high.school,no,yes,no,cellular,may,thu,24,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
32,services,single,basic.9y,no,yes,no,cellular,may,thu,78,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
30,admin.,single,high.school,no,yes,no,cellular,may,thu,29,8,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
22,student,single,high.school,no,yes,no,telephone,may,thu,9,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
27,blue-collar,married,professional.course,no,yes,no,cellular,may,thu,465,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
27,admin.,single,university.degree,no,no,no,cellular,may,thu,94,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
33,admin.,married,professional.course,no,no,yes,cellular,may,thu,178,8,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
30,technician,married,basic.6y,no,no,no,cellular,may,thu,25,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
31,services,married,high.school,no,yes,no,cellular,may,thu,348,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
31,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,222,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
31,admin.,single,high.school,no,no,no,cellular,may,thu,325,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
23,self-employed,single,basic.9y,no,no,no,cellular,may,thu,254,11,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
31,admin.,married,university.degree,unknown,no,no,cellular,may,thu,344,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
24,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,925,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
33,blue-collar,married,basic.6y,no,no,no,cellular,may,thu,467,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
